시군구,㎡당단가(만원)
충청북도 괴산군 감물면,28.125
충청북도 괴산군 괴산읍,182.76702820743196
충청북도 괴산군 문광면,72.70669959682769
충청북도 괴산군 불정면,77.94481983284486
충청북도 괴산군 사리면,85.23086398076033
충청북도 괴산군 소수면,55.39154342691442
충청북도 괴산군 연풍면,70.37683950516593
충청북도 괴산군 장연면,105.57624310072936
충청북도 괴산군 청안면,89.2752461036006
충청북도 괴산군 청천면,128.88800484575336
충청북도 괴산군 칠성면,166.9180615785113
충청북도 단양군 가곡면,98.17500031864914
충청북도 단양군 단성면,338.6407833093985
충청북도 단양군 단양읍,69.21913119482971
충청북도 단양군 대강면,100.05562602431046
충청북도 단양군 매포읍,69.57257128043473
충청북도 단양군 어상천면,59.36077527582634
충청북도 단양군 영춘면,105.02060437879679
충청북도 단양군 적성면,87.07558848010414
충청북도 보은군 내북면,73.11347193191585
충청북도 보은군 마로면,114.60628727382998
충청북도 보은군 보은읍,88.78385928888915
충청북도 보은군 산외면,89.09853249475891
충청북도 보은군 삼승면,92.44395292872078
충청북도 보은군 속리산면,67.81032878293965
충청북도 보은군 수한면,60.9945166225446
충청북도 보은군 장안면,83.37743098957975
충청북도 보은군 탄부면,81.50965679259444
충청북도 보은군 회인면,60.69473876871881
충청북도 영동군 상촌면,189.2347775175644
충청북도 영동군 심천면,99.07681048596683
충청북도 영동군 양강면,101.32474551412523
충청북도 영동군 양산면,76.93213560056914
충청북도 영동군 영동읍,156.59107346896153
충청북도 영동군 용산면,105.51563582737185
충청북도 영동군 용화면,77.38095238095238
충청북도 영동군 추풍령면,69.9951762470069
충청북도 영동군 학산면,107.21153846153845
충청북도 영동군 황간면,76.9376721747769
충청북도 옥천군 군북면,85.79828227996687
충청북도 옥천군 군서면,130.36090709603604
충청북도 옥천군 동이면,124.76439276914607
충청북도 옥천군 안남면,58.82213683089029
충청북도 옥천군 안내면,73.17896226200654
충청북도 옥천군 옥천읍,154.15812870307806
충청북도 옥천군 이원면,80.8768796654142
충청북도 옥천군 청산면,69.89163705758416
충청북도 옥천군 청성면,72.28864613545105
충청북도 음성군 감곡면,210.56631273906766
충청북도 음성군 금왕읍,225.70681343045067
충청북도 음성군 대소읍,198.10797639117052
충청북도 음성군 맹동면,554.6062734443624
충청북도 음성군 삼성면,151.63167332820586
충청북도 음성군 생극면,126.47270711408201
충청북도 음성군 소이면,64.19876156267279
충청북도 음성군 원남면,101.64161207306469
충청북도 음성군 음성읍,186.8957182768299
충청북도 제천시 강제동,401.92315519830953
충청북도 제천시 고명동,100.23782167368984
충청북도 제천시 고암동,316.4286503152085
충청북도 제천시 교동,131.3076048693803
충청북도 제천시 금성면,75.97402229431678
충청북도 제천시 남천동,145.41196489652944
충청북도 제천시 대랑동,219.96357121021703
충청북도 제천시 덕산면,176.6524014660541
충청북도 제천시 동현동,143.56382451472857
