시군구,㎡당단가(만원)
서울특별시 강남구 개포동,1196.6133129450493
서울특별시 강남구 논현동,909.4376041264779
서울특별시 강남구 대치동,1418.0085780923143
서울특별시 강남구 도곡동,1149.5881178744921
서울특별시 강남구 삼성동,1280.9411699079778
서울특별시 강남구 세곡동,1115.0070828138557
서울특별시 강남구 수서동,833.5590368800068
서울특별시 강남구 신사동,1278.9824804842374
서울특별시 강남구 압구정동,2224.971040991435
서울특별시 강남구 역삼동,1048.9894656400932
서울특별시 강남구 율현동,507.13048928368426
서울특별시 강남구 일원동,792.1072231018387
서울특별시 강남구 자곡동,913.1955540480585
서울특별시 강남구 청담동,1258.479621719933
서울특별시 강동구 강일동,763.4054097337776
서울특별시 강동구 고덕동,1044.3660894004927
서울특별시 강동구 길동,586.3133635277346
서울특별시 강동구 둔촌동,1505.4471232420829
서울특별시 강동구 명일동,923.1613927680423
서울특별시 강동구 상일동,1413.1946285277577
서울특별시 강동구 성내동,718.07727508587
서울특별시 강동구 암사동,640.883690213246
서울특별시 강동구 천호동,535.7615181025568
서울특별시 강북구 미아동,650.3731898472049
서울특별시 강북구 번동,429.12778493341614
서울특별시 강북구 수유동,410.0401144098501
서울특별시 강북구 우이동,439.81939113681244
서울특별시 강서구 가양동,503.14305799295425
서울특별시 강서구 개화동,452.648651933219
서울특별시 강서구 공항동,621.092270123853
서울특별시 강서구 내발산동,709.3430987999475
서울특별시 강서구 등촌동,458.4294094720151
서울특별시 강서구 마곡동,850.6895941063727
서울특별시 강서구 방화동,550.7083634755263
서울특별시 강서구 염창동,450.68519552650474
서울특별시 강서구 오곡동,489.7959183673469
서울특별시 강서구 외발산동,687.7736178077812
서울특별시 강서구 화곡동,496.01729819550513
서울특별시 관악구 남현동,504.3516924720565
서울특별시 관악구 봉천동,591.3495945795889
서울특별시 관악구 신림동,472.4705981438134
서울특별시 광진구 광장동,721.5802170521889
서울특별시 광진구 구의동,774.0975732210551
서울특별시 광진구 군자동,693.1622015048279
서울특별시 광진구 능동,690.6046589157036
서울특별시 광진구 자양동,775.2689975908637
서울특별시 광진구 중곡동,449.28209262033926
서울특별시 광진구 화양동,876.2708167829084
서울특별시 구로구 가리봉동,384.2838969304788
서울특별시 구로구 개봉동,469.29581473104486
서울특별시 구로구 고척동,414.11065927201554
서울특별시 구로구 구로동,477.4680688877247
서울특별시 구로구 궁동,335.27814528307306
서울특별시 구로구 신도림동,740.187983976007
서울특별시 구로구 오류동,554.9257558218784
서울특별시 구로구 온수동,365.4789927068892
서울특별시 구로구 천왕동,488.4653598220427
서울특별시 구로구 항동,328.6244133239248
서울특별시 금천구 가산동,565.1303819387631
서울특별시 금천구 독산동,490.59917374471826
서울특별시 금천구 시흥동,517.75739179432
서울특별시 노원구 공릉동,539.9250669411506
서울특별시 노원구 상계동,586.4352392356648
서울특별시 노원구 월계동,552.3294644851461
서울특별시 노원구 중계동,595.8129499568614
서울특별시 노원구 하계동,604.774039885294
서울특별시 도봉구 도봉동,452.0486618662719
서울특별시 도봉구 방학동,493.55601790736273
서울특별시 도봉구 쌍문동,428.03670588473955
서울특별시 도봉구 창동,486.4426067867778
서울특별시 동대문구 답십리동,507.62512585204314
서울특별시 동대문구 신설동,699.8933778035337
서울특별시 동대문구 용두동,514.6819682450281
서울특별시 동대문구 이문동,698.9498899323947
서울특별시 동대문구 장안동,539.3371130246435
서울특별시 동대문구 전농동,748.3476540508617
서울특별시 동대문구 제기동,458.97822366870747
서울특별시 동대문구 청량리동,569.7731059018032
서울특별시 동대문구 회기동,642.2225134394282
서울특별시 동대문구 휘경동,525.676088914354
서울특별시 동작구 노량진동,742.5360413621171
서울특별시 동작구 대방동,590.0040668655389
