시군구,㎡당단가(만원)
서울특별시 강남구 개포동,1042.2888519541268
서울특별시 강남구 논현동,724.2282165916605
서울특별시 강남구 대치동,926.4286924263959
서울특별시 강남구 도곡동,853.005285306131
서울특별시 강남구 삼성동,861.8042855907041
서울특별시 강남구 세곡동,766.09677898064
서울특별시 강남구 수서동,760.0563593936233
서울특별시 강남구 신사동,1068.2153035384943
서울특별시 강남구 압구정동,2001.995015029146
서울특별시 강남구 역삼동,2076.6797788901918
서울특별시 강남구 율현동,342.8380181589376
서울특별시 강남구 일원동,552.248913677426
서울특별시 강남구 자곡동,950.7281354338277
서울특별시 강남구 청담동,975.2493469157487
서울특별시 강동구 강일동,759.8759065315633
서울특별시 강동구 고덕동,717.42416103187
서울특별시 강동구 길동,511.1329408137132
서울특별시 강동구 둔촌동,1072.1411015336337
서울특별시 강동구 명일동,615.8596001898001
서울특별시 강동구 상일동,1052.495731687745
서울특별시 강동구 성내동,575.5029468758468
서울특별시 강동구 암사동,608.9216637308838
서울특별시 강동구 천호동,413.70060920210045
서울특별시 강북구 미아동,549.3034380444442
서울특별시 강북구 번동,344.3493882639257
서울특별시 강북구 수유동,391.51615746122735
서울특별시 강북구 우이동,416.68869492306067
서울특별시 강서구 가양동,489.6270207822388
서울특별시 강서구 개화동,566.2969006414756
서울특별시 강서구 공항동,411.79648230492177
서울특별시 강서구 내발산동,554.1014794080976
서울특별시 강서구 등촌동,445.5574669776652
서울특별시 강서구 마곡동,792.9809991833081
서울특별시 강서구 방화동,495.7143973675429
서울특별시 강서구 염창동,342.36213714130133
서울특별시 강서구 외발산동,206.806692116218
서울특별시 강서구 화곡동,387.6895205297565
서울특별시 관악구 남현동,469.6679738395256
서울특별시 관악구 봉천동,503.99970677937483
서울특별시 관악구 신림동,416.0865735351755
서울특별시 광진구 광장동,596.4012598847146
서울특별시 광진구 구의동,569.386523788259
서울특별시 광진구 군자동,450.38061867764605
서울특별시 광진구 능동,659.6774382811266
서울특별시 광진구 자양동,515.5883686041847
서울특별시 광진구 중곡동,379.512675463352
서울특별시 광진구 화양동,605.7605658790176
서울특별시 구로구 가리봉동,264.31206631987624
서울특별시 구로구 개봉동,366.3605019404853
서울특별시 구로구 고척동,326.6132246665722
서울특별시 구로구 구로동,611.1107417825029
서울특별시 구로구 궁동,309.84922454243997
서울특별시 구로구 신도림동,663.2252753442594
서울특별시 구로구 오류동,561.3938995152104
서울특별시 구로구 온수동,378.337907591935
서울특별시 구로구 천왕동,1439.5075843577351
서울특별시 구로구 항동,320.93613910524675
서울특별시 금천구 가산동,490.6833670737276
서울특별시 금천구 독산동,325.9527129728565
서울특별시 금천구 시흥동,401.86171071902265
서울특별시 노원구 공릉동,414.5190661688157
서울특별시 노원구 상계동,474.9546613722292
서울특별시 노원구 월계동,535.9140809536887
서울특별시 노원구 중계동,512.7823880625131
서울특별시 노원구 하계동,402.658522173522
서울특별시 도봉구 도봉동,567.634477507158
서울특별시 도봉구 방학동,438.872950106638
서울특별시 도봉구 쌍문동,411.67268569301166
서울특별시 도봉구 창동,402.28150958690554
서울특별시 동대문구 답십리동,367.7137647388527
서울특별시 동대문구 신설동,552.3413187430211
서울특별시 동대문구 용두동,333.269301633934
서울특별시 동대문구 이문동,637.2969721073807
서울특별시 동대문구 장안동,427.16035351459067
서울특별시 동대문구 전농동,444.76088616060457
서울특별시 동대문구 제기동,457.157654467239
서울특별시 동대문구 청량리동,285.9587422662181
서울특별시 동대문구 회기동,482.01218488058464
서울특별시 동대문구 휘경동,474.7054158757878
서울특별시 동작구 노량진동,579.7567272901014
서울특별시 동작구 대방동,462.3191643327722
서울특별시 동작구 동작동,671.1513627341193
서울특별시 동작구 본동,518.9215371068783
서울특별시 동작구 사당동,682.6956037152512
서울특별시 동작구 상도동,441.0603041345252
서울특별시 동작구 신대방동,400.64282629555703
서울특별시 동작구 흑석동,702.1061568158415
서울특별시 마포구 공덕동,757.5531555348077
서울특별시 마포구 구수동,606.302987525167
서울특별시 마포구 노고산동,559.7633040796987
서울특별시 마포구 당인동,502.95602774556227
서울특별시 마포구 대흥동,655.4910745438516
서울특별시 마포구 도화동,660.4417203365667
서울특별시 마포구 동교동,1394.3435972726536
