시군구,연도,0~9,10~19,20~29,30~39,40~49,50~59
경상북도 상주시,2012,6684,10653,10390,10556,14546,18047
경상북도 상주시,2013,6505,10302,9839,10032,14435,18280
경상북도 상주시,2014,6497,9794,9596,9605,14249,18482
경상북도 상주시,2015,6419,9403,9319,9222,13992,18399
경상북도 상주시,2016,6252,9013,9184,9010,13658,18268
경상북도 상주시,2017,6027,8520,9093,8725,13114,18070
경상북도 상주시,2018,5740,8180,9050,8454,12460,18008
경상북도 상주시,2019,5451,8223,9122,8125,12215,17722
경상북도 상주시,2020,5200,7541,8163,7445,11490,16728
경상북도 상주시,2021,4902,7295,7641,7029,10949,16169
경상북도 상주시,2022,4621,7245,7312,6789,10666,15768
경상북도 상주시,2023,4282,7215,6898,6501,10345,15483
경상북도 상주시,2024,3882,7089,6299,6229,9661,15102
경상북도 상주시,2025,3433,6882,5881,5971,9118,14574
경상북도 성주군,2011,2376,4223,4864,4593,6815,8391
경상북도 성주군,2012,2382,3869,4610,4473,6492,8546
경상북도 성주군,2013,2375,3674,4487,4341,6407,8660
경상북도 성주군,2014,2417,3361,4438,4225,6131,8939
경상북도 성주군,2015,2471,3165,4324,4132,5893,9075
경상북도 성주군,2016,2442,2958,4275,4070,5705,9151
경상북도 성주군,2017,2312,2742,4268,3884,5591,9227
경상북도 성주군,2018,2212,2598,4050,3771,5212,9222
경상북도 성주군,2019,2015,2486,3826,3500,4979,8861
경상북도 성주군,2020,1910,2257,3534,3290,4759,8521
경상북도 성주군,2021,1819,2182,3200,3149,4509,8085
경상북도 성주군,2022,1674,2133,2849,3039,4355,7764
경상북도 성주군,2023,1509,2125,2608,2952,4181,7562
경상북도 성주군,2024,1410,2078,2255,2921,3962,7280
경상북도 성주군,2025,1270,1976,2004,2746,3820,6883
경상북도 안동시,2011,14277,19476,18889,22464,25632,27004
경상북도 안동시,2012,14260,18924,18190,22198,25542,27367
경상북도 안동시,2013,14053,18511,17978,21517,25835,27506
경상북도 안동시,2014,13870,17959,18174,20865,25805,27794
경상북도 안동시,2015,14042,17281,18189,20208,25972,27957
경상북도 안동시,2016,13747,16588,18188,19420,25857,27920
경상북도 안동시,2017,12885,15865,17886,18215,25118,27652
경상북도 안동시,2018,11822,14958,17293,17075,23742,27468
경상북도 안동시,2019,11208,14193,17030,16155,22829,27107
경상북도 안동시,2020,10643,13736,16790,15481,22332,26500
경상북도 안동시,2021,9970,13343,16268,14980,21625,25727
경상북도 안동시,2022,9186,13211,15453,14286,21059,25388
경상북도 안동시,2023,8460,12906,14966,13941,20258,25529
경상북도 안동시,2024,7862,13001,15541,13942,19400,25434
경상북도 안동시,2025,7291,12915,15241,14094,18575,25402
경상북도 영덕군,2011,2221,3473,3439,3900,5497,7064
경상북도 영덕군,2012,2151,3267,3254,3787,5322,7037
경상북도 영덕군,2013,2105,3150,3187,3599,5276,7117
경상북도 영덕군,2014,2063,2982,3049,3412,5129,7032
경상북도 영덕군,2015,2052,2818,2990,3217,4953,6936
경상북도 영덕군,2016,1996,2674,2989,3125,4788,6957
경상북도 영덕군,2017,1937,2544,2903,2958,4592,6771
경상북도 영덕군,2018,1915,2384,2897,2849,4357,6700
경상북도 영덕군,2019,1849,2229,2676,2707,4146,6447
경상북도 영덕군,2020,1675,2117,2425,2406,3873,6165
경상북도 영덕군,2021,1458,2030,2232,2157,3631,5992
경상북도 영덕군,2022,1379,1936,2072,2069,3451,5841
경상북도 영덕군,2023,1215,1860,1959,1963,3262,5711
경상북도 영덕군,2024,1073,1828,1725,1869,3090,5467
경상북도 영덕군,2025,955,1737,1589,1827,2971,5295
경상북도 영양군,2011,953,1511,1485,1652,2468,3189
경상북도 영양군,2012,955,1441,1475,1604,2403,3246
경상북도 영양군,2013,964,1423,1465,1547,2419,3274
경상북도 영양군,2014,988,1316,1452,1464,2403,3299
경상북도 영양군,2015,963,1253,1400,1357,2270,3258
경상북도 영양군,2016,959,1180,1336,1318,2166,3218
경상북도 영양군,2017,885,1135,1273,1263,2087,3168
경상북도 영양군,2018,822,1086,1292,1196,1964,3164
경상북도 영양군,2019,799,1019,1210,1123,1831,3054
경상북도 영양군,2020,726,938,1145,1032,1729,2987
경상북도 영양군,2021,675,892,1065,993,1602,2846
경상북도 영양군,2022,609,872,963,949,1519,2731
경상북도 영양군,2023,528,871,866,882,1410,2668
경상북도 영양군,2024,454,864,787,857,1323,2582
경상북도 영양군,2025,421,895,915,943,1352,2643
경상북도 영주시,2011,8524,14023,12153,13755,17561,19574
경상북도 영주시,2012,8436,13492,11692,13376,17177,19791
경상북도 영주시,2013,8182,12962,11407,12713,17128,19739
경상북도 영주시,2014,7948,12157,10854,11920,16870,19481
경상북도 영주시,2015,7706,11529,10714,11302,16564,19354
경상북도 영주시,2016,7679,11018,10551,10915,16171,19272
경상북도 영주시,2017,7437,10432,10527,10375,15840,18925
경상북도 영주시,2018,7035,9873,10329,9866,15021,18908
경상북도 영주시,2019,6595,9374,10083,9181,14370,18439
경상북도 영주시,2020,6100,8883,9629,8488,13901,17941
경상북도 영주시,2021,5742,8608,9477,8121,13410,17337
경상북도 영주시,2022,5301,8535,9034,7822,13005,17084
경상북도 영주시,2023,4901,8784,8941,7577,12347,17184
경상북도 영주시,2024,4473,8675,8560,7406,11626,16985
경상북도 영주시,2025,4127,8539,7878,7397,10998,16573
경상북도 영천시,2011,6861,10643,11944,12580,15748,17248
경상북도 영천시,2012,6677,9860,10903,12024,15240,17297
경상북도 영천시,2013,6453,9365,10368,11510,15066,17431
경상북도 영천시,2014,6397,8876,10180,10948,14933,17850
경상북도 영천시,2015,6444,8340,10073,10591,14799,17864
경상북도 영천시,2016,6341,7892,10012,10289,14421,17903
경상북도 영천시,2017,6122,7530,10151,10094,13898,18068
경상북도 영천시,2018,5880,7281,10501,9952,13325,18679
경상북도 영천시,2019,5915,6987,10700,9780,13059,18497
경상북도 영천시,2020,5699,6692,10151,9440,12658,18310
경상북도 영천시,2021,5527,6547,9646,9149,12245,18106
경상북도 영천시,2022,5306,6475,8784,8968,11930,17862
경상북도 영천시,2023,4975,6291,8239,8640,11548,17716
경상북도 영천시,2024,4603,6126,7502,8197,10903,17185
경상북도 영천시,2025,4130,5950,6440,7771,10165,16565
경상북도 예천군,2011,2658,3862,4436,4308,5613,8182
경상북도 예천군,2012,2665,3780,4125,4230,5399,8061
경상북도 예천군,2013,2663,3572,3923,4080,5321,7991
경상북도 예천군,2014,2596,3367,3776,3905,5106,7946
경상북도 예천군,2015,2626,3187,3631,3778,4927,7748
경상북도 예천군,2016,3000,3210,3585,4115,5186,7766
경상북도 예천군,2017,3593,3570,3810,4668,5813,7865
경상북도 예천군,2018,4383,4090,4106,5427,6553,8117
경상북도 예천군,2019,4621,4341,4162,5623,6946,8171
경상북도 예천군,2020,4639,4346,4114,5471,7087,8090
경상북도 예천군,2021,4450,4455,4031,5272,7225,7901
경상북도 예천군,2022,4183,4587,3998,5129,7261,7781
경상북도 예천군,2023,3978,4693,3792,5046,7111,7752
경상북도 예천군,2024,3798,4671,3438,4977,6988,7599
경상북도 예천군,2025,3552,4719,3196,4935,6780,7486
경상북도 울릉군,2011,570,892,1288,1340,1797,2109
경상북도 울릉군,2012,567,846,1177,1343,1751,2175
경상북도 울릉군,2013,542,780,1125,1267,1693,2249
경상북도 울릉군,2014,534,708,1095,1208,1629,2200
경상북도 울릉군,2015,542,682,1096,1134,1559,2167
경상북도 울릉군,2016,492,646,1047,1068,1531,2167
경상북도 울릉군,2017,482,586,1023,1053,1561,2087
경상북도 울릉군,2018,468,554,964,1037,1478,2062
경상북도 울릉군,2019,461,524,905,977,1388,1998
경상북도 울릉군,2020,392,463,833,852,1290,1848
경상북도 울릉군,2021,377,453,812,780,1213,1783
경상북도 울릉군,2022,333,438,821,796,1225,1794
경상북도 울릉군,2023,310,441,794,813,1195,1821
경상북도 울릉군,2024,288,447,754,811,1159,1853
경상북도 울릉군,2025,236,423,648,774,1060,1749
경상북도 울진군,2011,3995,5606,4700,6235,7823,8443
경상북도 울진군,2012,3924,5478,4474,6136,7673,8753
경상북도 울진군,2013,3854,5282,4551,5873,7787,8970
경상북도 울진군,2014,3837,5149,4628,5701,7791,9024
경상북도 울진군,2015,3805,4903,4692,5505,7553,9187
경상북도 울진군,2016,3668,4726,4845,5344,7368,9161
경상북도 울진군,2017,3425,4553,4755,5065,7143,9024
경상북도 울진군,2018,3187,4271,4653,4794,6839,8987
경상북도 울진군,2019,3034,4003,4581,4556,6527,8864
경상북도 울진군,2020,2933,3753,4485,4290,6263,8642
경상북도 울진군,2021,2725,3559,4253,4076,5986,8320
경상북도 울진군,2022,2528,3369,4025,3862,5811,8204
경상북도 울진군,2023,2380,3317,3887,3782,5581,8174
경상북도 울진군,2024,2189,3213,3723,3821,5261,8104
경상북도 울진군,2025,2083,3124,3518,3998,5044,7998
경상북도 의성군,2011,2454,4224,5284,4789,6981,10611
경상북도 의성군,2012,2401,3961,4942,4512,6675,10673
경상북도 의성군,2013,2337,3615,4683,4271,6487,10484
경상북도 의성군,2014,2244,3360,4381,4065,6246,10370
경상북도 의성군,2015,2224,3119,4140,3824,5959,10248
경상북도 의성군,2016,2223,2936,3909,3807,5656,10049
경상북도 의성군,2017,2136,2753,3743,3660,5403,9770
경상북도 의성군,2018,2030,2617,3615,3538,5166,9534
경상북도 의성군,2019,2025,2455,3439,3482,4922,9203
경상북도 의성군,2020,1911,2296,3154,3243,4700,8714
경상북도 의성군,2021,1801,2186,2833,2951,4458,8174
경상북도 의성군,2022,1736,2113,2628,2911,4277,7894
경상북도 의성군,2023,1635,2108,2513,2865,4163,7817
경상북도 의성군,2024,1429,2066,2176,2724,3879,7373
경상북도 의성군,2025,1271,2034,1947,2614,3736,7037
경상북도 청도군,2011,2031,3774,4243,4178,5876,7955
경상북도 청도군,2012,1949,3578,4001,4041,5725,7979
경상북도 청도군,2013,1923,3371,3724,3892,5665,8006
경상북도 청도군,2014,1888,3190,3650,3746,5564,8278
경상북도 청도군,2015,1896,2931,3512,3627,5289,8263
경상북도 청도군,2016,1822,2780,3401,3459,5190,8192
경상북도 청도군,2017,1736,2631,3344,3338,4956,8112
경상북도 청도군,2018,1640,2516,3253,3128,4755,8015
경상북도 청도군,2019,1600,2420,3081,3026,4612,7676
경상북도 청도군,2020,1526,2254,2865,2777,4439,7302
경상북도 청도군,2021,1412,2233,2582,2575,4283,7091
경상북도 청도군,2022,1297,2172,2435,2387,4128,6953
경상북도 청도군,2023,1237,2125,2229,2297,3928,6850
경상북도 청도군,2024,1108,2028,1984,2172,3702,6546
경상북도 청도군,2025,1008,1983,1742,2139,3532,6250
경상북도 청송군,2011,1315,2116,2343,2394,3611,4820
경상북도 청송군,2012,1311,1996,2281,2300,3513,4904
경상북도 청송군,2013,1261,1905,2217,2226,3449,4995
경상북도 청송군,2014,1242,1820,2160,2104,3383,5067
경상북도 청송군,2015,1237,1696,2181,2064,3222,5066
경상북도 청송군,2016,1207,1607,2109,2055,3083,5078
경상북도 청송군,2017,1180,1494,2050,1963,2925,4993
경상북도 청송군,2018,1102,1379,1982,1871,2707,4961
경상북도 청송군,2019,1048,1294,1893,1815,2513,4827
경상북도 청송군,2020,979,1207,1694,1693,2399,4708
경상북도 청송군,2021,917,1149,1572,1554,2239,4471
경상북도 청송군,2022,852,1100,1451,1530,2159,4269
경상북도 청송군,2023,822,1056,1365,1503,2078,4068
경상북도 청송군,2024,769,1028,1255,1444,1946,3929
경상북도 청송군,2025,695,993,1165,1446,1873,3724
경상북도 칠곡군,2011,13407,14573,16387,22551,19574,14324
경상북도 칠곡군,2012,13225,14473,16129,22198,19948,15078
경상북도 칠곡군,2013,13100,14169,16514,21773,20530,15823
경상북도 칠곡군,2014,13029,13843,16365,21215,21099,16508
경상북도 칠곡군,2015,13197,13476,15930,20997,21309,17148
경상북도 칠곡군,2016,13011,12988,15756,20694,21402,17678
경상북도 칠곡군,2017,12078,12716,14570,19425,21377,17994
경상북도 칠곡군,2018,11277,12413,13591,18204,20926,18743
경상북도 칠곡군,2019,10468,11958,12939,16540,20816,19212
경상북도 칠곡군,2020,9524,11541,12032,14876,20660,19625
경상북도 칠곡군,2021,8686,11350,11574,13720,20557,20000
경상북도 칠곡군,2022,7784,11189,10931,12754,20313,20378
경상북도 칠곡군,2023,6851,10934,10205,11844,19634,20918
경상북도 칠곡군,2024,5881,10626,9295,10769,18449,21182
경상북도 칠곡군,2025,5013,10399,8603,9901,17473,21105
경상북도 포항시,2011,30429,46803,43961,51069,60945,59187
경상북도 포항시,2012,30650,44746,42937,50837,60148,60857
경상북도 포항시,2013,30753,42921,42061,49860,59987,61889
경상북도 포항시,2014,30828,40939,41419,48604,59601,62442
경상북도 포항시,2015,30994,38819,41413,47562,58423,62416
경상북도 포항시,2016,30824,36721,40997,46253,56889,62171
경상북도 포항시,2017,29885,35131,40609,44547,55679,61733
경상북도 포항시,2018,28963,33750,39792,43215,53495,61825
경상북도 포항시,2019,27924,32345,38839,41453,52465,61133
경상북도 포항시,2020,26449,31169,37633,39718,51420,60099
경상북도 포항시,2021,24869,30800,37748,38392,51161,59420
경상북도 포항시,2022,23025,30663,35045,36667,50341,58210
경상북도 포항시,2023,21440,30541,33357,35866,49267,57815
경상북도 포항시,2024,20228,30556,31707,36104,48001,57508
경상북도 포항시,2025,18827,30733,29540,36153,46907,56406
광주광역시 (2900000000),2011,150813,230162,201043,241669,251849,190127
광주광역시 (2900000000),2012,149644,222879,197582,239308,254480,197712
광주광역시 (2900000000),2013,146975,216073,196390,234845,257153,206201
광주광역시 (2900000000),2014,145156,207671,197540,227820,260090,212836
광주광역시 (2900000000),2015,143700,197005,198686,221036,258049,217366
광주광역시 (2900000000),2016,140957,187604,201402,213395,255953,222914
광주광역시 (2900000000),2017,135873,179807,203610,205522,253204,225935
광주광역시 (2900000000),2018,131277,171887,205743,200420,246391,231284
광주광역시 (2900000000),2019,126519,164431,207448,192943,244566,233280
광주광역시 (2900000000),2020,119692,157144,209375,185867,240867,233822
광주광역시 (2900000000),2021,114065,152404,206472,181189,236167,235764
광주광역시 (2900000000),2022,106977,150857,198619,177417,232740,237879
광주광역시 (2900000000),2023,99779,147525,190905,174075,227259,240674
광주광역시 (2900000000),2024,92837,145418,182033,173762,219511,243154
광주광역시 (2900000000),2025,86156,144022,170562,173650,212971,240691
광주광역시 광산구,2011,51859,64320,44980,71985,69006,37289
광주광역시 광산구,2012,52607,64200,45393,72432,72240,40261
광주광역시 광산구,2013,52275,63973,46602,71451,75151,43807
광주광역시 광산구,2014,51597,62765,48139,68982,77411,46870
광주광역시 광산구,2015,50697,61105,49977,66762,78243,50081
광주광역시 광산구,2016,49608,59203,52100,64395,78613,53163
광주광역시 광산구,2017,47237,57907,53786,61839,78849,55802
광주광역시 광산구,2018,45159,56097,55389,59689,77234,59194
광주광역시 광산구,2019,42983,54317,56865,56796,77412,61640
광주광역시 광산구,2020,39912,52506,58706,54702,76634,63802
광주광역시 광산구,2021,37540,51181,58371,52986,75051,66470
광주광역시 광산구,2022,34393,50786,56720,51054,73535,68510
광주광역시 광산구,2023,31600,49448,55117,49781,71122,70512
광주광역시 광산구,2024,28815,48180,53125,49042,67509,71992
광주광역시 광산구,2025,26577,47282,50409,49616,64762,72127
광주광역시 남구,2011,18220,33367,31513,32127,34999,32352
광주광역시 남구,2012,18158,31960,30297,31835,34983,32965
광주광역시 남구,2013,17903,30379,29303,30928,34609,33776
광주광역시 남구,2014,18580,29514,29147,31136,35466,34538
광주광역시 남구,2015,19253,28169,29096,30868,35518,34691
광주광역시 남구,2016,19010,26646,28971,29636,35184,34678
광주광역시 남구,2017,18676,25508,28808,28411,34922,34440
광주광역시 남구,2018,18028,24347,28736,27421,34017,34277
광주광역시 남구,2019,18275,23650,28724,27183,34402,33879
광주광역시 남구,2020,17283,22776,27981,25515,34067,33009
광주광역시 남구,2021,17062,22739,27524,25221,34277,32988
광주광역시 남구,2022,15740,22604,26091,24229,33799,32760
광주광역시 남구,2023,14746,22464,24564,23258,33263,32617
광주광역시 남구,2024,13509,22599,23033,22853,32521,32782
광주광역시 남구,2025,12728,23073,21564,23056,32342,32796
광주광역시 동구,2011,6927,12002,15747,15505,15441,17026
광주광역시 동구,2012,7024,11258,14960,15480,15167,17037
광주광역시 동구,2013,6902,10598,14077,14775,14819,16849
광주광역시 동구,2014,6655,9815,13632,14009,14510,16610
광주광역시 동구,2015,6605,8963,13194,13566,14033,16167
광주광역시 동구,2016,6268,8289,12908,12570,13541,15797
광주광역시 동구,2017,6139,7900,13015,12165,13553,15357
